
ペギー	['名詞', '固有名詞', '人名', '一般', '*', '*']
葉山	['名詞', '固有名詞', '地名', '一般', '*', '*']
の	['助詞', '格助詞', '*', '*', '*', '*']
「	['補助記号', '括弧開', '*', '*', '*', '*']
南国	['名詞', '普通名詞', '一般', '*', '*', '*']
土佐	['名詞', '固有名詞', '地名', '一般', '*', '*']
を	['助詞', '格助詞', '*', '*', '*', '*']
後	['名詞', '普通名詞', '副詞可能', '*', '*', '*']
に	['助詞', '格助詞', '*', '*', '*', '*']
し	['動詞', '非自立可能', '*', '*', 'サ行変格', '連用形-一般']
て	['助詞', '接続助詞', '*', '*', '*', '*']
」	['補助記号', '括弧閉', '*', '*', '*', '*']
など	['助詞', '副助詞', '*', '*', '*', '*']
で	['助詞', '格助詞', '*', '*', '*', '*']
歌い	['動詞', '一般', '*', '*', '五段-ワア行', '連用形-一般']
継が	['動詞', '一般', '*', '*', '五段-ガ行', '未然形-一般']
れ	['助動詞', '*', '*', '*', '助動詞-レル', '連用形-一般']
、	['補助記号', '読点', '*', '*', '*', '*']
現在	['名詞', '普通名詞', '副詞可能', '*', '*', '*']
は	['助詞', '係助詞', '*', '*', '*', '*']
よさこい祭り	['名詞', '普通名詞', '一般', '*', '*', '*']
の	['助詞', '格助詞', '*', '*', '*', '*']
1	['名詞', '数詞', '*', '*', '*', '*']
フレーズ	['名詞', '普通名詞', '一般', '*', '*', '*']
と	['助詞', '格助詞', '*', '*', '*', '*']
し	['動詞', '非自立可能', '*', '*', 'サ行変格', '連用形-一般']
て	['助詞', '接続助詞', '*', '*', '*', '*']
使用	['名詞', '普通名詞', 'サ変可能', '*', '*', '*']
さ	['動詞', '非自立可能', '*', '*', 'サ行変格', '未然形-サ']
れ	['助動詞', '*', '*', '*', '助動詞-レル', '連用形-一般']
て	['助詞', '接続助詞', '*', '*', '*', '*']
いる	['動詞', '非自立可能', '*', '*', '上一段-ア行', '終止形-一般']
。	['補助記号', '句点', '*', '*', '*', '*']


	['空白', '*', '*', '*', '*', '*']
関連	['名詞', '普通名詞', 'サ変可能', '*', '*', '*']
項目	['名詞', '普通名詞', '一般', '*', '*', '*']
[	['補助記号', '括弧開', '*', '*', '*', '*']
編集	['名詞', '普通名詞', 'サ変可能', '*', '*', '*']
]	['補助記号', '括弧閉', '*', '*', '*', '*']




	['空白', '*', '*', '*', '*', '*']
ウィキ	['名詞', '普通名詞', '一般', '*', '*', '*']
メディア	['名詞', '普通名詞', '一般', '*', '*', '*']
・	['補助記号', '一般', '*', '*', '*', '*']
コモンズ	['名詞', '普通名詞', '一般', '*', '*', '*']
に	['助詞', '格助詞', '*', '*', '*', '*']
は	['助詞', '係助詞', '*', '*', '*', '*']
、	['補助記号', '読点', '*', '*', '*', '*']
よさこい	['名詞', '普通名詞', '一般', '*', '*', '*']
に	['助詞', '格助詞', '*', '*', '*', '*']
関連	['名詞', '普通名詞', 'サ変可能', '*', '*', '*']
する	['動詞', '非自立可能', '*', '*', 'サ行変格', '連体形-一般']
カテゴリ	['名詞', '普通名詞', '一般', '*', '*', '*']
が	['助詞', '格助詞', '*', '*', '*', '*']
あり	['動詞', '非自立可能', '*', '*', '五段-ラ行', '連用形-一般']
ます	['助動詞', '*', '*', '*', '助動詞-マス', '終止形-一般']
。	['補助記号', '句点', '*', '*', '*', '*']

	['空白', '*', '*', '*', '*', '*']
YOSAKOI	['名詞', '普通名詞', '一般', '*', '*', '*']

	['空白', '*', '*', '*', '*', '*']
よさこい祭り	['名詞', '普通名詞', '一般', '*', '*', '*']

	['空白', '*', '*', '*', '*', '*']
よさこい	['名詞', '普通名詞', '一般', '*', '*', '*']
鳴子	['名詞', '固有名詞', '地名', '一般', '*', '*']
踊り	['名詞', '普通名詞', '一般', '*', '*', '*']





	['空白', '*', '*', '*', '*', '*']
「	['補助記号', '括弧開', '*', '*', '*', '*']
https	['名詞', '普通名詞', '一般', '*', '*', '*']
:	['補助記号', '一般', '*', '*', '*', '*']
/	['補助記号', '一般', '*', '*', '*', '*']
/	['補助記号', '一般', '*', '*', '*', '*']
ja	['名詞', '普通名詞', '一般', '*', '*', '*']
.	['補助記号', '句点', '*', '*', '*', '*']
wikipedia	['名詞', '固有名詞', '一般', '*', '*', '*']
.	['補助記号', '句点', '*', '*', '*', '*']
org	['名詞', '普通名詞', '一般', '*', '*', '*']
/	['補助記号', '一般', '*', '*', '*', '*']
w	['名詞', '普通名詞', '一般', '*', '*', '*']
/	['補助記号', '一般', '*', '*', '*', '*']
index	['名詞', '普通名詞', '一般', '*', '*', '*']
.	['補助記号', '句点', '*', '*', '*', '*']
php	['名詞', '普通名詞', '一般', '*', '*', '*']
?	['補助記号', '句点', '*', '*', '*', '*']
title	['名詞', '普通名詞', '一般', '*', '*', '*']
=	['補助記号', '一般', '*', '*', '*', '*']
よさこい	['名詞', '普通名詞', '一般', '*', '*', '*']
&	['補助記号', '一般', '*', '*', '*', '*']
oldid	['名詞', '普通名詞', '一般', '*', '*', '*']
=	['補助記号', '一般', '*', '*', '*', '*']
77759159	['名詞', '数詞', '*', '*', '*', '*']
」	['補助記号', '括弧閉', '*', '*', '*', '*']
から	['助詞', '格助詞', '*', '*', '*', '*']
取得	['名詞', '普通名詞', 'サ変可能', '*', '*', '*']

	['空白', '*', '*', '*', '*', '*']
カテゴリ	['名詞', '普通名詞', '一般', '*', '*', '*']
:	['補助記号', '一般', '*', '*', '*', '*']
 	['空白', '*', '*', '*', '*', '*']
高知	['名詞', '固有名詞', '地名', '一般', '*', '*']
県	['名詞', '普通名詞', '一般', '*', '*', '*']
の	['助詞', '格助詞', '*', '*', '*', '*']
祭り	['名詞', '普通名詞', '一般', '*', '*', '*']
民俗	['名詞', '普通名詞', '一般', '*', '*', '*']
語彙	['名詞', '普通名詞', '一般', '*', '*', '*']
隠し	['動詞', '一般', '*', '*', '五段-サ行', '連用形-一般']
カテゴリ	['名詞', '普通名詞', '一般', '*', '*', '*']
:	['補助記号', '一般', '*', '*', '*', '*']
 	['空白', '*', '*', '*', '*', '*']
出典	['名詞', '普通名詞', '一般', '*', '*', '*']
を	['助詞', '格助詞', '*', '*', '*', '*']
必要	['名詞', '普通名詞', '形状詞可能', '*', '*', '*']
と	['助詞', '格助詞', '*', '*', '*', '*']
する	['動詞', '非自立可能', '*', '*', 'サ行変格', '連体形-一般']
記事	['名詞', '普通名詞', '一般', '*', '*', '*']
/	['補助記号', '一般', '*', '*', '*', '*']
2020	['名詞', '数詞', '*', '*', '*', '*']
年	['名詞', '普通名詞', '助数詞可能', '*', '*', '*']
5	['名詞', '数詞', '*', '*', '*', '*']
月	['名詞', '普通名詞', '助数詞可能', '*', '*', '*']

	['空白', '*', '*', '*', '*', '*']
